Date,Android,,Total Date,iPhone Frequency,Android Frequency
,,,2018-07-03,16,0
,,,2018-07-04,3,0
,,,2018-07-05,6,0
,,,2018-07-06,6,0
,,,2018-07-07,4,0
,,,2018-07-08,3,0
,,,2018-07-09,7,0
,,,2018-07-10,11,0
,,,2018-07-11,9,0
,,,2018-07-12,8,0
,,,2018-07-13,3,0
,,,2018-07-14,9,0
,,,2018-07-15,5,0
,,,2018-07-16,9,0
,,,2018-07-17,4,0
,,,2018-07-18,13,0
,,,2018-07-19,12,0
,,,2018-07-20,7,0
,,,2018-07-21,5,0
,,,2018-07-22,7,0
,,,2018-07-23,10,0
,,,2018-07-24,14,0
,,,2018-07-25,14,0
,,,2018-07-26,11,0
,,,2018-07-27,16,0
,,,2018-07-28,2,0
,,,2018-07-29,14,0
,,,2018-07-30,11,0
,,,2018-07-31,15,0
,,,2018-08-01,12,0
,,,2018-08-02,11,0
,,,2018-08-03,9,0
,,,2018-08-04,13,0
,,,2018-08-05,10,0
,,,2018-08-06,8,0
,,,2018-08-07,3,0
,,,2018-08-08,10,0
,,,2018-08-09,6,0
,,,2018-08-10,8,0
,,,2018-08-11,7,0
,,,2018-08-12,5,0
,,,2018-08-13,11,0
,,,2018-08-14,15,0
,,,2018-08-15,14,0
,,,2018-08-16,16,0
,,,2018-08-17,16,0
,,,2018-08-18,11,0
,,,2018-08-19,6,0
,,,2018-08-20,8,0
,,,2018-08-21,13,0
,,,2018-08-22,9,0
,,,2018-08-23,8,0
,,,2018-08-24,11,0
,,,2018-08-25,13,0
,,,2018-08-26,4,0
,,,2018-08-27,9,0
,,,2018-08-28,7,0
,,,2018-08-29,24,0
,,,2018-08-30,15,0
,,,2018-08-31,4,0
,,,2018-09-01,15,0
,,,2018-09-02,6,0
,,,2018-09-03,9,0
,,,2018-09-04,12,0
,,,2018-09-05,15,0
,,,2018-09-06,8,0
,,,2018-09-07,9,0
,,,2018-09-08,5,0
,,,2018-09-09,13,0
,,,2018-09-10,14,0
,,,2018-09-11,10,0
,,,2018-09-12,12,0
,,,2018-09-13,12,0
,,,2018-09-14,6,0
,,,2018-09-15,14,0
,,,2018-09-16,6,0
,,,2018-09-17,11,0
,,,2018-09-18,11,0
,,,2018-09-19,9,0
,,,2018-09-20,11,0
,,,2018-09-21,14,0
,,,2018-09-22,4,0
,,,2018-09-23,3,0
,,,2018-09-24,7,0
,,,2018-09-25,12,0
,,,2018-09-26,8,0
,,,2018-09-27,1,0
,,,2018-09-29,3,0
,,,2018-09-30,5,0
,,,2018-10-01,4,0
,,,2018-10-02,9,0
,,,2018-10-03,14,0
,,,2018-10-04,11,0
,,,2018-10-05,5,0
,,,2018-10-06,4,0
,,,2018-10-07,4,0
,,,2018-10-08,7,0
,,,2018-10-09,10,0
,,,2018-10-10,7,0
,,,2018-10-11,5,0
,,,2018-10-12,10,0
,,,2018-10-13,9,0
,,,2018-10-14,8,0
,,,2018-10-15,7,0
,,,2018-10-16,17,0
,,,2018-10-17,16,0
,,,2018-10-18,14,0
,,,2018-10-19,11,0
,,,2018-10-20,12,0
,,,2018-10-21,6,0
,,,2018-10-22,14,0
,,,2018-10-23,11,0
,,,2018-10-24,7,0
,,,2018-10-25,18,0
,,,2018-10-26,10,0
,,,2018-10-27,13,0
,,,2018-10-28,4,0
,,,2018-10-29,7,0
,,,2018-10-30,18,0
,,,2018-10-31,14,0
,,,2018-11-01,10,0
,,,2018-11-02,9,0
,,,2018-11-03,19,0
,,,2018-11-04,9,0
,,,2018-11-05,16,0
,,,2018-11-06,14,0
,,,2018-11-07,14,0
,,,2018-11-08,2,0
,,,2018-11-09,12,0
,,,2018-11-10,9,0
,,,2018-11-11,4,0
,,,2018-11-12,9,0
,,,2018-11-13,11,0
,,,2018-11-14,5,0
,,,2018-11-15,8,0
,,,2018-11-16,3,0
,,,2018-11-17,10,0
,,,2018-11-18,6,0
,,,2018-11-19,4,0
,,,2018-11-20,1,0
,,,2018-11-21,11,0
,,,2018-11-22,9,0
,,,2018-11-23,3,0
,,,2018-11-24,2,0
,,,2018-11-25,9,0
,,,2018-11-26,10,0
,,,2018-11-27,6,0
,,,2018-11-28,8,0
,,,2018-11-29,14,0
,,,2018-11-30,11,0
,,,2018-12-01,6,0
,,,2018-12-02,1,0
,,,2018-12-03,12,0
,,,2018-12-04,9,0
,,,2018-12-05,9,0
,,,2018-12-06,4,0
,,,2018-12-07,22,0
,,,2018-12-08,12,0
,,,2018-12-09,3,0
,,,2018-12-10,3,0
,,,2018-12-11,13,0
,,,2018-12-12,3,0
,,,2018-12-13,10,0
,,,2018-12-14,6,0
,,,2018-12-15,8,0
,,,2018-12-16,10,0
,,,2018-12-17,4,0
,,,2018-12-18,9,0
,,,2018-12-19,11,0
,,,2018-12-20,14,0
,,,2018-12-21,20,0
,,,2018-12-22,9,0
,,,2018-12-23,11,0
,,,2018-12-24,17,0
,,,2018-12-25,2,0
,,,2018-12-26,1,0
,,,2018-12-27,10,0
,,,2018-12-28,5,0
,,,2018-12-29,7,0
,,,2018-12-30,5,0
,,,2018-12-31,11,0
,,,2019-01-01,15,0
,,,2019-01-02,3,0
,,,2019-01-03,7,0
,,,2019-01-04,7,0
,,,2019-01-05,12,0
,,,2019-01-06,9,0
,,,2019-01-07,6,0
,,,2019-01-08,5,0
,,,2019-01-09,4,0
,,,2019-01-10,10,0
,,,2019-01-11,12,0
,,,2019-01-12,12,0
,,,2019-01-13,9,0
,,,2019-01-14,14,0
,,,2019-01-15,8,0
,,,2019-01-16,2,0
,,,2019-01-17,2,0
,,,2019-01-18,12,0
,,,2019-01-19,9,0
,,,2019-01-20,10,0
,,,2019-01-21,15,0
,,,2019-01-22,12,0
,,,2019-01-23,8,0
,,,2019-01-24,10,0
,,,2019-01-25,3,0
,,,2019-01-26,10,0
,,,2019-01-27,9,0
,,,2019-01-28,6,0
,,,2019-01-29,3,0
,,,2019-01-30,12,0
,,,2019-01-31,15,0
,,,2019-02-01,11,0
,,,2019-02-02,1,0
,,,2019-02-03,5,0
,,,2019-02-04,1,0
,,,2019-02-05,4,0
,,,2019-02-06,1,0
,,,2019-02-07,6,0
,,,2019-02-08,10,0
,,,2019-02-09,8,0
,,,2019-02-10,11,0
,,,2019-02-11,8,0
,,,2019-02-12,5,0
,,,2019-02-13,4,0
,,,2019-02-14,5,0
,,,2019-02-15,3,0
,,,2019-02-17,11,0
,,,2019-02-18,10,0
,,,2019-02-19,12,0
,,,2019-02-20,9,0
,,,2019-02-21,5,0
,,,2019-02-22,6,0
,,,2019-02-23,4,0
,,,2019-02-24,12,0
,,,2019-02-25,14,0
,,,2019-02-26,4,0
,,,2019-02-27,8,0
,,,2019-02-28,1,0
,,,2019-03-01,13,0
,,,2019-03-02,4,0
,,,2019-03-03,8,0
,,,2019-03-04,10,0
,,,2019-03-05,16,0
,,,2019-03-06,6,0
,,,2019-03-07,5,0
,,,2019-03-08,17,0
,,,2019-03-09,6,0
,,,2019-03-10,5,0
,,,2019-03-11,3,0
,,,2019-03-12,5,0
,,,2019-03-13,16,0
,,,2019-03-14,12,0
,,,2019-03-15,10,0
,,,2019-03-16,8,0
,,,2019-03-17,13,0
,,,2019-03-18,11,0
,,,2019-03-19,8,0
,,,2019-03-20,9,0
,,,2019-03-21,6,0
,,,2019-03-22,7,0
,,,2019-03-24,3,0
,,,2019-03-25,4,0
,,,2019-03-26,8,0
,,,2019-03-27,6,0
,,,2019-03-28,10,0
,,,2019-03-29,13,0
,,,2019-03-30,5,0
,,,2019-03-31,3,0
,,,2019-04-01,6,0
,,,2019-04-02,16,0
,,,2019-04-03,4,0
,,,2019-04-04,10,0
,,,2019-04-05,16,0
,,,2019-04-06,15,0
,,,2019-04-07,4,0
,,,2019-04-08,7,0
,,,2019-04-09,11,0
,,,2019-04-10,8,0
,,,2019-04-11,6,0
,,,2019-04-12,8,0
,,,2019-04-13,13,0
,,,2019-04-14,8,0
,,,2019-04-15,19,0
,,,2019-04-16,5,0
,,,2019-04-17,8,0
,,,2019-04-18,10,0
,,,2019-04-19,10,0
,,,2019-04-20,6,0
,,,2019-04-21,9,0
,,,2019-04-22,11,0
,,,2019-04-23,17,0
,,,2019-04-24,15,0
,,,2019-04-25,8,0
,,,2019-04-26,10,0
,,,2019-04-27,7,0
,,,2019-04-28,7,0
,,,2019-04-29,10,0
,,,2019-04-30,11,0
,,,2019-05-01,8,0
,,,2019-05-02,6,0
,,,2019-05-03,16,0
,,,2019-05-04,8,0
,,,2019-05-05,9,0
,,,2019-05-06,14,0
,,,2019-05-07,2,0
,,,2019-05-08,23,0
,,,2019-05-09,6,0
,,,2019-05-10,20,0
,,,2019-05-11,6,0
,,,2019-05-12,15,0
,,,2019-05-13,23,0
,,,2019-05-14,15,0
,,,2019-05-15,6,0
,,,2019-05-16,4,0
,,,2019-05-17,15,0
,,,2019-05-18,5,0
,,,2019-05-19,16,0
,,,2019-05-20,17,0
,,,2019-05-21,14,0
,,,2019-05-22,22,0
,,,2019-05-23,13,0
,,,2019-05-24,19,0
,,,2019-05-25,8,0
,,,2019-05-26,10,0
,,,2019-05-27,10,0
,,,2019-05-28,7,0
,,,2019-05-29,5,0
,,,2019-05-30,15,0
,,,2019-05-31,12,0
,,,2019-06-01,9,0
,,,2019-06-02,12,0
,,,2019-06-03,12,0
,,,2019-06-04,3,0
,,,2019-06-05,13,0
,,,2019-06-06,10,0
,,,2019-06-07,12,0
,,,2019-06-08,10,0
,,,2019-06-09,13,0
,,,2019-06-10,8,0
,,,2019-06-11,17,0
,,,2019-06-12,6,0
,,,2019-06-13,26,0
,,,2019-06-14,9,0
,,,2019-06-15,10,0
,,,2019-06-16,18,0
,,,2019-06-17,7,0
,,,2019-06-18,16,0
,,,2019-06-19,15,0
,,,2019-06-20,6,0
,,,2019-06-21,6,0
,,,2019-06-22,11,0
,,,2019-06-23,3,0
,,,2019-06-24,5,0
,,,2019-06-25,9,0
,,,2019-06-26,22,0
,,,2019-06-27,10,0
,,,2019-06-28,6,0
,,,2019-06-29,5,0
,,,2019-06-30,3,0
,,,2019-07-01,15,0
,,,2019-07-02,12,0
,,,2019-07-03,18,0
,,,2019-07-04,9,0
,,,2019-07-05,8,0
,,,2019-07-06,9,0
,,,2019-07-07,10,0
,,,2019-07-08,9,0
,,,2019-07-09,12,0
,,,2019-07-10,17,0
,,,2019-07-11,27,0
,,,2019-07-12,25,0
,,,2019-07-13,7,0
,,,2019-07-14,8,0
,,,2019-07-15,18,0
,,,2019-07-16,11,0
,,,2019-07-17,13,0
,,,2019-07-18,12,0
,,,2019-07-19,15,0
,,,2019-07-20,7,0
,,,2019-07-21,9,0
,,,2019-07-22,18,0
,,,2019-07-23,18,0
,,,2019-07-24,20,0
,,,2019-07-25,17,0
,,,2019-07-26,12,0
,,,2019-07-27,11,0
,,,2019-07-28,20,0
,,,2019-07-29,20,0
,,,2019-07-30,21,0
,,,2019-07-31,15,0
,,,2019-08-01,8,0
,,,2019-08-02,12,0
,,,2019-08-03,8,0
,,,2019-08-04,6,0
,,,2019-08-05,9,0
,,,2019-08-06,13,0
,,,2019-08-07,18,0
,,,2019-08-08,17,0
,,,2019-08-09,4,0
,,,2019-08-10,9,0
,,,2019-08-11,5,0
,,,2019-08-12,4,0
,,,2019-08-13,17,0
,,,2019-08-14,17,0
,,,2019-08-15,17,0
,,,2019-08-16,13,0
,,,2019-08-17,8,0
,,,2019-08-18,11,0
,,,2019-08-19,11,0
,,,2019-08-20,17,0
,,,2019-08-21,21,0
,,,2019-08-22,9,0
,,,2019-08-23,19,0
,,,2019-08-24,20,0
,,,2019-08-25,20,0
,,,2019-08-26,11,0
,,,2019-08-27,16,0
,,,2019-08-28,15,0
,,,2019-08-29,11,0
,,,2019-08-30,13,0
,,,2019-08-31,23,0
,,,2019-09-01,10,0
,,,2019-09-02,17,0
,,,2019-09-03,11,0
,,,2019-09-04,16,0
,,,2019-09-05,19,0
,,,2019-09-06,21,0
,,,2019-09-07,17,0
,,,2019-09-08,4,0
,,,2019-09-09,26,0
,,,2019-09-10,12,0
,,,2019-09-11,21,0
,,,2019-09-12,14,0
,,,2019-09-13,9,0
,,,2019-09-14,13,0
,,,2019-09-15,15,0
,,,2019-09-16,25,0
,,,2019-09-17,8,0
,,,2019-09-18,16,0
,,,2019-09-19,7,0
,,,2019-09-20,9,0
,,,2019-09-21,11,0
,,,2019-09-22,13,0
,,,2019-09-23,10,0
,,,2019-09-24,11,0
,,,2019-09-25,14,0
,,,2019-09-26,16,0
,,,2019-09-27,13,0
,,,2019-09-28,12,0
,,,2019-09-29,12,0
,,,2019-09-30,26,0
,,,2019-10-01,14,0
,,,2019-10-02,19,0
,,,2019-10-03,22,0
,,,2019-10-04,26,0
,,,2019-10-05,22,0
,,,2019-10-06,20,0
,,,2019-10-07,17,0
,,,2019-10-08,21,0
,,,2019-10-09,32,0
,,,2019-10-10,17,0
,,,2019-10-11,19,0
,,,2019-10-12,16,0
,,,2019-10-13,20,0
,,,2019-10-14,24,0
,,,2019-10-15,13,0
,,,2019-10-16,17,0
,,,2019-10-17,16,0
,,,2019-10-18,14,0
,,,2019-10-19,19,0
,,,2019-10-20,12,0
,,,2019-10-21,8,0
,,,2019-10-22,14,0
,,,2019-10-23,20,0
,,,2019-10-24,8,0
,,,2019-10-25,18,0
,,,2019-10-26,22,0
,,,2019-10-27,2,0
,,,2019-10-28,6,0
,,,2019-10-29,17,0
,,,2019-10-30,18,0
,,,2019-10-31,15,0
,,,2019-11-01,28,0
,,,2019-11-02,8,0
,,,2019-11-03,17,0
,,,2019-11-04,22,0
,,,2019-11-05,14,0
,,,2019-11-06,16,0
,,,2019-11-07,15,0
,,,2019-11-08,2,0
,,,2019-11-09,12,0
,,,2019-11-10,17,0
,,,2019-11-11,18,0
,,,2019-11-12,9,0
,,,2019-11-13,12,0
,,,2019-11-14,13,0
,,,2019-11-15,13,0
,,,2019-11-16,10,0
,,,2019-11-17,20,0
,,,2019-11-18,10,0
,,,2019-11-19,4,0
,,,2019-11-20,15,0
,,,2019-11-21,21,0
,,,2019-11-22,7,0
,,,2019-11-23,11,0
,,,2019-11-24,19,0
,,,2019-11-25,5,0
,,,2019-11-26,8,0
,,,2019-11-27,6,0
,,,2019-11-28,2,0
,,,2019-11-29,2,0
,,,2019-11-30,6,0
,,,2019-12-01,5,0
,,,2019-12-02,27,0
,,,2019-12-03,4,0
,,,2019-12-04,6,0
,,,2019-12-05,11,0
,,,2019-12-06,15,0
,,,2019-12-07,15,0
,,,2019-12-08,19,0
,,,2019-12-09,11,0
,,,2019-12-10,15,0
,,,2019-12-11,11,0
,,,2019-12-12,22,0
,,,2019-12-13,21,0
,,,2019-12-14,12,0
,,,2019-12-15,22,0
,,,2019-12-16,15,0
,,,2019-12-17,16,0
,,,2019-12-18,25,0
,,,2019-12-19,12,0
,,,2019-12-20,24,0
,,,2019-12-21,15,0
,,,2019-12-22,3,0
,,,2019-12-23,6,0
,,,2019-12-24,10,0
,,,2019-12-25,5,0
,,,2019-12-26,13,0
,,,2019-12-27,13,0
,,,2019-12-28,21,0
,,,2019-12-29,4,0
,,,2019-12-30,2,0
,,,2019-12-31,22,0
,,,2020-01-01,5,0
,,,2020-01-02,9,0
,,,2020-01-03,9,0
,,,2020-01-04,5,0
,,,2020-01-05,3,0
,,,2020-01-06,6,0
,,,2020-01-07,4,0
,,,2020-01-08,1,0
,,,2020-01-09,15,0
,,,2020-01-10,14,0
,,,2020-01-11,11,0
,,,2020-01-12,21,0
,,,2020-01-13,10,0
,,,2020-01-14,5,0
,,,2020-01-15,10,0
,,,2020-01-16,9,0
,,,2020-01-17,12,0
,,,2020-01-18,8,0
,,,2020-01-19,6,0
,,,2020-01-20,12,0
,,,2020-01-21,10,0
,,,2020-01-22,18,0
,,,2020-01-23,24,0
,,,2020-01-24,17,0
,,,2020-01-25,14,0
,,,2020-01-26,22,0
,,,2020-01-27,9,0
,,,2020-01-28,17,0
,,,2020-01-29,19,0
,,,2020-01-30,10,0
,,,2020-01-31,11,0
,,,2020-02-01,4,0
,,,2020-02-02,9,0
,,,2020-02-03,12,0
,,,2020-02-04,8,0
,,,2020-02-05,5,0
,,,2020-02-06,5,0
,,,2020-02-07,18,0
,,,2020-02-08,14,0
,,,2020-02-09,24,0
,,,2020-02-10,8,0
,,,2020-02-11,12,0
,,,2020-02-12,28,0
,,,2020-02-13,8,0
,,,2020-02-14,18,0
,,,2020-02-15,9,0
,,,2020-02-16,2,0
,,,2020-02-17,6,0
,,,2020-02-18,24,0
,,,2020-02-19,9,0
,,,2020-02-20,22,0
,,,2020-02-21,14,0
,,,2020-02-22,10,0
,,,2020-02-23,9,0
,,,2020-02-24,12,0
,,,2020-02-25,10,0
,,,2020-02-26,19,0
,,,2020-02-27,2,0
,,,2020-02-28,18,0
,,,2020-02-29,10,0
,,,2020-03-01,13,0
,,,2020-03-02,24,0
,,,2020-03-03,13,0
,,,2020-03-04,32,0
,,,2020-03-05,16,0
,,,2020-03-06,15,0
,,,2020-03-07,4,0
,,,2020-03-08,8,0
,,,2020-03-09,17,0
,,,2020-03-10,17,0
,,,2020-03-11,19,0
,,,2020-03-12,8,0
,,,2020-03-13,15,0
,,,2020-03-14,16,0
,,,2020-03-15,14,0
,,,2020-03-16,7,0
,,,2020-03-17,6,0
,,,2020-03-18,16,0
,,,2020-03-19,5,0
,,,2020-03-20,3,0
,,,2020-03-21,3,0
,,,2020-03-22,11,0
,,,2020-03-23,11,0
,,,2020-03-24,18,0
,,,2020-03-25,12,0
,,,2020-03-26,5,0
,,,2020-03-27,15,0
,,,2020-03-28,11,0
,,,2020-03-29,17,0
,,,2020-03-30,5,0
,,,2020-03-31,10,0
,,,2020-04-01,2,0
,,,2020-04-02,8,0
,,,2020-04-03,7,0
,,,2020-04-04,13,0
,,,2020-04-05,9,0
,,,2020-04-06,9,0
,,,2020-04-07,8,0
,,,2020-04-08,15,0
,,,2020-04-09,4,0
,,,2020-04-10,15,0
,,,2020-04-11,15,0
,,,2020-04-12,14,0
,,,2020-04-13,13,0
,,,2020-04-14,6,0
,,,2020-04-15,6,0
,,,2020-04-16,5,0
,,,2020-04-17,14,0
,,,2020-04-18,19,0
,,,2020-04-19,11,0
,,,2020-04-20,5,0
,,,2020-04-21,16,0
,,,2020-04-22,10,0
,,,2020-04-23,21,0
,,,2020-04-24,13,0
,,,2020-04-25,13,0
,,,2020-04-26,11,0
,,,2020-04-27,11,0
,,,2020-04-28,6,0
,,,2020-04-29,5,0
,,,2020-04-30,16,0
,,,2020-05-01,13,0
,,,2020-05-02,15,0
,,,2020-05-03,18,0
,,,2020-05-04,9,0
,,,2020-05-05,19,0
,,,2020-05-06,6,0
,,,2020-05-07,4,0
,,,2020-05-08,8,0
,,,2020-05-09,8,0
,,,2020-05-10,18,0
,,,2020-05-11,21,0
,,,2020-05-12,25,0
,,,2020-05-13,11,0
,,,2020-05-14,14,0
,,,2020-05-15,13,0
,,,2020-05-16,27,0
,,,2020-05-17,17,0
,,,2020-05-18,23,0
,,,2020-05-19,9,0
,,,2020-05-20,22,0
,,,2020-05-21,13,0
,,,2020-05-22,33,0
,,,2020-05-23,13,0
,,,2020-05-24,14,0
,,,2020-05-25,24,0
,,,2020-05-26,16,0
,,,2020-05-27,20,0
,,,2020-05-28,26,0
,,,2020-05-29,11,0
,,,2020-05-30,14,0
,,,2020-05-31,13,0
,,,2020-06-01,9,0
,,,2020-06-02,28,0
,,,2020-06-03,25,0
,,,2020-06-04,44,0
,,,2020-06-05,27,0
,,,2020-06-06,14,0
,,,2020-06-07,26,0
,,,2020-06-08,12,0
,,,2020-06-09,18,0
,,,2020-06-10,12,0
,,,2020-06-11,25,0
,,,2020-06-12,12,0
,,,2020-06-13,22,0
,,,2020-06-14,7,0
,,,2020-06-15,8,0
,,,2020-06-16,5,0
,,,2020-06-17,3,0
,,,2020-06-18,44,0
,,,2020-06-19,18,0
,,,2020-06-20,9,0
,,,2020-06-21,4,0
,,,2020-06-22,22,0
,,,2020-06-23,16,0
,,,2020-06-24,8,0
,,,2020-06-25,16,0
,,,2020-06-26,9,0
,,,2020-06-27,5,0
,,,2020-06-28,8,0
,,,2020-06-29,11,0
,,,2020-06-30,6,0
,,,2020-07-01,18,0
,,,2020-07-02,15,0
,,,2020-07-03,15,0
,,,2020-07-04,16,0
,,,2020-07-05,7,0
,,,2020-07-06,16,0
,,,2020-07-07,5,0
,,,2020-07-08,4,0
,,,2020-07-09,13,0
,,,2020-07-10,12,0
,,,2020-07-11,12,0
,,,2020-07-12,10,0
,,,2020-07-13,7,0
,,,2020-07-14,4,0
,,,2020-07-15,15,0
,,,2020-07-16,4,0
,,,2020-07-17,7,0
,,,2020-07-18,3,0
,,,2020-07-19,4,0
,,,2020-07-20,2,0
,,,2020-07-21,7,0
,,,2020-07-22,2,0
,,,2020-07-23,10,0
,,,2020-07-24,7,0
,,,2020-07-25,10,0
,,,2020-07-26,13,0
,,,2020-07-27,8,0
,,,2020-07-28,5,0
,,,2020-07-29,25,0
,,,2020-07-30,14,0
,,,2020-07-31,10,0
,,,2020-08-01,13,0
,,,2020-08-02,23,0
,,,2020-08-03,9,0
,,,2020-08-04,9,0
,,,2020-08-05,13,0
,,,2020-08-06,9,0
,,,2020-08-07,12,0
,,,2020-08-08,2,0
,,,2020-08-10,18,0
,,,2020-08-11,9,0
,,,2020-08-12,23,0
,,,2020-08-13,11,0
,,,2020-08-14,24,0
,,,2020-08-15,17,0
,,,2020-08-16,4,0
,,,2020-08-17,15,0
,,,2020-08-18,16,0
,,,2020-08-19,13,0
,,,2020-08-20,17,0
,,,2020-08-21,7,0
,,,2020-08-22,13,0
,,,2020-08-23,10,0
,,,2020-08-24,6,0
,,,2020-08-25,11,0
,,,2020-08-26,5,0
,,,2020-08-27,3,0
,,,2020-08-28,6,0
,,,2020-08-29,26,0
,,,2020-08-30,31,0
,,,2020-08-31,11,0
,,,2020-09-01,16,0
,,,2020-09-02,23,0
,,,2020-09-03,17,0
,,,2020-09-04,14,0
,,,2020-09-05,17,0
,,,2020-09-06,13,0
,,,2020-09-07,16,0
,,,2020-09-08,39,0
,,,2020-09-09,26,0
,,,2020-09-10,27,0
,,,2020-09-11,13,0
,,,2020-09-12,18,0
,,,2020-09-13,20,0
,,,2020-09-14,32,0
,,,2020-09-15,15,0
,,,2020-09-16,11,0
,,,2020-09-17,23,0
,,,2020-09-18,40,0
,,,2020-09-19,3,0
,,,2020-09-20,20,0
,,,2020-09-21,9,0
,,,2020-09-22,20,0
,,,2020-09-23,22,0
,,,2020-09-24,20,0
,,,2020-09-25,17,0
,,,2020-09-26,3,0
,,,2020-09-27,11,0
,,,2020-09-28,8,0
,,,2020-09-29,9,0
,,,2020-09-30,31,0
,,,2020-10-01,18,0
,,,2020-10-02,2,0
,,,2020-10-03,3,0
,,,2020-10-04,2,0
,,,2020-10-05,27,0
,,,2020-10-06,18,0
,,,2020-10-07,46,0
,,,2020-10-08,17,0
,,,2020-10-09,22,0
,,,2020-10-10,3,0
,,,2020-10-11,15,0
,,,2020-10-12,54,0
,,,2020-10-13,41,0
,,,2020-10-14,14,0
,,,2020-10-15,24,0
,,,2020-10-16,20,0
,,,2020-10-17,21,0
,,,2020-10-18,17,0
,,,2020-10-19,19,0
,,,2020-10-20,7,0
,,,2020-10-21,27,0
,,,2020-10-22,25,0
,,,2020-10-23,11,0
,,,2020-10-24,26,0
,,,2020-10-25,26,0
,,,2020-10-26,15,0
,,,2020-10-27,41,0
,,,2020-10-28,25,0
,,,2020-10-29,22,0
,,,2020-10-30,46,0
,,,2020-10-31,51,0
,,,2020-11-01,40,0
,,,2020-11-02,52,0
,,,2020-11-03,23,0
,,,2020-11-04,8,0
,,,2020-11-05,7,0
,,,2020-11-06,11,0
,,,2020-11-07,7,0
,,,2020-11-08,9,0
,,,2020-11-09,8,0
,,,2020-11-10,21,0
,,,2020-11-11,15,0
,,,2020-11-12,14,0
,,,2020-11-13,9,0
,,,2020-11-14,20,0
,,,2020-11-15,25,0
,,,2020-11-16,25,0
,,,2020-11-17,3,0
,,,2020-11-18,22,0
,,,2020-11-19,18,0
,,,2020-11-20,13,0
,,,2020-11-21,13,0
,,,2020-11-22,20,0
,,,2020-11-23,4,0
,,,2020-11-24,9,0
,,,2020-11-25,12,0
,,,2020-11-26,13,0
,,,2020-11-27,16,0
,,,2020-11-28,8,0
,,,2020-11-29,1,0
,,,2020-11-30,17,0
,,,2020-12-01,16,0
,,,2020-12-02,12,0
,,,2020-12-03,10,0
,,,2020-12-04,18,0
,,,2020-12-05,7,0
,,,2020-12-06,17,0
,,,2020-12-07,5,0
,,,2020-12-08,18,0
,,,2020-12-09,13,0
,,,2020-12-10,14,0
,,,2020-12-11,16,0
,,,2020-12-12,19,0
,,,2020-12-13,12,0
,,,2020-12-14,10,0
,,,2020-12-15,6,0
,,,2020-12-16,12,0
,,,2020-12-17,7,0
,,,2020-12-18,15,0
,,,2020-12-19,10,0
,,,2020-12-20,9,0
,,,2020-12-21,8,0
,,,2020-12-22,2,0
,,,2020-12-23,6,0
,,,2020-12-24,7,0
,,,2020-12-25,5,0
,,,2020-12-26,17,0
,,,2020-12-27,8,0
,,,2020-12-28,1,0
,,,2020-12-29,12,0
,,,2020-12-30,19,0
,,,2021-01-01,19,0
,,,2021-01-02,15,0
,,,2021-01-03,13,0
,,,2021-01-04,5,0
,,,2021-01-05,11,0
,,,2021-01-06,14,0
,,,2021-01-08,2,0
